"NOC_ID","NOCCode","NameEnglish","NameFrench","EnglishShortAlias","NOCS2006","NOCGroupTypeID","ParentNOC_ID","NOCYear","NOC_ID2006","TradesOutlookNOC","SkillLevel"
616,"9215","Supervisors, forest products processing",Surveillants/surveillantes dans la transformation des produits forestiers,,J015,4,611,2006,,,
617,"9216","Supervisors, Textile Processing",Surveillants/surveillantes dans la transformation des produits textiles,,J016,4,611,2006,,,
618,"922","Supervisors, Assembly and Fabrication",Surveillants/surveillantes dans la fabrication et le montage,,J02,3,610,2006,,,
619,"9221","Supervisors, motor vehicle assembling",Surveillants/surveillantes dans la fabrication de véhicules automobiles,,J021,4,618,2006,,,
620,"9222","Supervisors, electronics manufacturing",Surveillants/surveillantes dans la fabrication de matériel électronique,,J022,4,618,2006,,,
621,"9223","Supervisors, electrical products manufacturing",Surveillants/surveillantes dans la fabrication d'appareils électriques,,J023,4,618,2006,,,
622,"9224","Supervisors, furniture and fixtures manufacturing",Surveillants/surveillantes dans la fabrication de meubles et d'accessoires,,J024,4,618,2006,,,
623,"9225","Supervisors, Fabric, Fur and Leather Products Manufacturing","Surveillants/surveillantes dans la confection d'articles en tissu, en cuir et en fourrure",,J025,4,618,2006,,,
624,"9226","Supervisors, other mechanical and metal products manufacturing",Surveillants/surveillantes dans la fabrication d'autres produits métalliques et de pièces mécaniques,,J026,4,618,2006,,,
625,"9227","Supervisors, other products manufacturing and assembly",Surveillants/surveillantes dans la fabrication et le montage de produits divers,,J027,4,618,2006,,,
626,"923",Central Control and Process Operators in Manufacturing and Processing,Opérateurs/opératrices de poste central de contrôle dans les procédés de fabrication et de transformation,,J11,3,610,2006,,,
627,"9231","Central control and process operators, mineral and metal processing",Opérateurs/opératrices de poste central de contrôle et de conduite de procédés industriels dans le traitement des métaux et des minerais,,J111,4,626,2006,,,
628,"9232","Central control and process operators, petroleum, gas and chemical processing",Opérateurs/opératrices de salle de commande centrale et de conduite de procédés industriels dans le raffinage du pétrole et le traitement du gaz et des produits chimiques,,J112,4,626,2006,,,
629,"9233",Pulping Control Operators,Opérateurs/opératrices au contrôle de la réduction en pâte des pâtes et papiers,,J113,4,626,2006,,,
630,"9234",Papermaking and Coating Control Operators,Opérateurs/opératrices au contrôle de la fabrication du papier et du couchage,,J114,4,626,2006,,,
631,"94",Processing and Manufacturing Machine Operators and Assemblers,"Personnel relié à la transformation, à la fabrication et au montage",,,2,609,2006,,,
632,"941",Machine Operators and Related Workers in Metal and Mineral Products Processing,Opérateurs/opératrices de machines dans le traitement des métaux et des minerais et personnel assimilé,,J12,3,631,2006,,,
633,"9411","Machine operators, mineral and metal processing",Opérateurs/opératrices de machines dans le traitement des métaux et des minerais,,J121,4,632,2006,,,
634,"9412",Foundry workers,Ouvriers/ouvrières de fonderies,,J122,4,632,2006,,,
635,"9413",Glass forming and finishing machine operators and glass cutters,Opérateurs/opératrices de machines à former et à finir le verre et coupeurs/coupeuses de verre,,J123,4,632,2006,,,
636,"9414","Concrete, clay and stone forming operators","Opérateurs/opératrices de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",,J124,4,632,2006,,,
637,"9415","Inspectors and testers, mineral and metal processing",Contrôleurs/contrôleuses et essayeurs/essayeuses dans la transformation des métaux et des minerais,,J125,4,632,2006,,,
638,"942","Machine Operators and Related Workers in Chemical, Plastic and Rubber Processing","Opérateurs/opératrices de machines dans le traitement de produits chimiques, du caoutchouc et du plastique et personnel assimilé",,J13,3,631,2006,,,
639,"9421",Chemical plant machine operators,Opérateurs/opératrices d'installations de traitement des produits chimiques,,J131,4,638,2006,,,
640,"9422",Plastics processing machine operators,Opérateurs/opératrices de machines de traitement des matières plastiques,,J132,4,638,2006,,,
641,"9423",Rubber processing machine operators and related workers,Opérateurs/opératrices de machines de transformation du caoutchouc et personnel assimilé,,J133,4,638,2006,,,
642,"9424",Water and Waste Plant Operators,Opérateurs/opératrices d'installations de l'assainissement de l'eau et du traitement des déchets liquides,,J134,4,638,2006,,,
643,"943",Machine Operators and Related Workers in Pulp and Paper Production and Wood Processing,Opérateurs/opératrices de machines dans la production des pâtes et papiers et dans la transformation du bois et personnel assimilé,,J14,3,631,2006,,,
644,"9431",Sawmill machine operators,Opérateurs/opératrices de machines à scier dans les scieries,,J141,4,643,2006,,,
645,"9432",Pulp mill machine operators,Opérateurs/opératrices de machines dans les usines de pâte à papier,,J142,4,643,2006,,,
646,"9433",Papermaking and finishing machine operators,Opérateurs/opératrices de machines dans la fabrication et la finition du papier,,J143,4,643,2006,,,
647,"9434",Other wood processing machine operators,Autres opérateurs/opératrices de machines dans la transformation du bois,,J144,4,643,2006,,,
648,"9435",Paper converting machine operators,Opérateurs/opératrices de machines à façonner le papier,,J145,4,643,2006,,,
649,"9436",Lumber graders and other wood processing inspectors and graders,Classeurs/classeuses de bois d'oeuvre et autres vérificateurs/vérificatrices et classeurs/classeuses dans la transformation du bois,,J146,4,643,2006,,,
650,"944",Machine Operators and Related Workers in Textile Processing,Opérateurs/opératrices de machines dans la fabrication de produits textiles et personnel assimilé,,J15,3,631,2006,,,
651,"9441","Textile fibre and yarn, hide and pelt processing machine operators and workers","Opérateurs/opératrices de machines et travailleurs/travailleuses de traitement des fibres et des fils textiles, du cuir et des peaux",,J151,4,650,2006,,,
652,"9442","Weavers, knitters and other fabric making occupations","Tisseurs/tisseuses, tricoteurs/tricoteuses et autres opérateurs/opératrices de machines textiles",,J152,4,650,2006,,,
653,"9443",Textile Dyeing and Finishing Machine Operators,Teinturiers/teinturières et finisseurs/finisseuses de produits textiles,,J153,4,650,2006,,,
654,"9444","Textile Inspectors, Graders and Samplers","Contrôleurs/contrôleuses de la qualité, trieurs/trieuses et échantillonneurs/échantillonneuses de produits textiles",,J154,4,650,2006,,,
655,"945","Machine Operators and Related Workers in Fabric, Fur and Leather Products Manufacturing","Opérateurs/opératrices de machines dans la confection d'articles en tissu, en fourrure et en cuir et personnel assimilé",,J16,3,631,2006,,,
656,"9451",Sewing Machine Operators,Opérateurs/opératrices de machines à coudre industrielles,,J161,4,655,2006,,,
657,"9452","Fabric, Fur and Leather Cutters","Coupeurs/coupeuses de tissu, de fourrure et de cuir",,J162,4,655,2006,,,
658,"9453",Hide and Pelt Processing Workers,Ouvriers spécialisés/ouvrières spécialisées dans le traitement du cuir et des peaux,,J163,4,655,2006,,,
659,"9454","Inspectors and Testers, Fabric, Fur and Leather Products Manufacturing","Contrôleurs/contrôleuses et essayeurs/essayeuses dans la confection d'articles en tissu, en cuir et en fourrure",,J164,4,655,2006,,,
660,"946","Machine Operators and Related Workers in Food, Beverage and Tobacco Processing","Opérateurs/opératrices de machines dans la transformation des aliments, des boissons et du tabac et personnel assimilé",,J17,3,631,2006,,,
661,"9461","Process control and machine operators, food and beverage processing",Opérateurs/opératrices de machines et de procédés industriels dans la transformation des aliments et des boissons,,J171,4,660,2006,,,
662,"9462","Industrial butchers and meat cutters, poultry preparers and related workers","Bouchers industriels/bouchères industrielles, dépeceurs-découpeurs/dépeceuses-découpeuses de viande, préparateurs/préparatrices de volaille et personnel assimilé",,J172,4,660,2006,,,
663,"9463",Fish and seafood plant workers,Ouvriers/ouvrières dans les usines de transformation du poisson et de fruits de mer,,J173,4,660,2006,,,
664,"9464",Tobacco Processing Machine Operators,Opérateurs/opératrices de machines dans le traitement du tabac,,J174,4,660,2006,,,
665,"9465","Testers and graders, food and beverage processing",Échantillonneurs/échantillonneuses et trieurs/trieuses dans la transformation des aliments et des boissons,,J175,4,660,2006,,,
666,"947",Printing Machine Operators and Related Occupations,Opérateurs/opératrices de machines à imprimer et personnel assimilé,,J18,3,631,2006,,,
667,"9471",Plateless printing equipment operators,Opérateurs/opératrices d'équipement d'impression sans plaque,,J181,4,666,2006,,,
668,"9472","Camera, platemaking and other prepress occupations","Photograveurs-clicheurs/photograveuses-clicheuses, photograveurs-reporteurs/photograveuses-reporteuses et autre personnel de prépresse",,J182,4,666,2006,,,
669,"9473",Binding and finishing machine operators,Opérateurs/opératrices de machines à relier et de finition,,J183,4,666,2006,,,
670,"9474",Photographic and film processors,Développeurs/développeuses de films et de photographies,,J184,4,666,2006,,,
671,"948","Mechanical, Electrical and Electronics Assemblers","Monteurs/monteuses de matériel mécanique, électrique et électronique",,J21,3,631,2006,,,
672,"9481",Aircraft Assemblers and Aircraft Assembly Inspectors,Monteurs/monteuses d'aéronefs et contrôleurs/contrôleuses de montage d'aéronefs,,J211,4,671,2006,,,
673,"9482","Motor Vehicle Assemblers, Inspectors and Testers","Assembleurs/assembleuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de véhicules automobiles",,J212,4,671,2006,,,
674,"9483","Electronics Assemblers, Fabricators, Inspectors and Testers","Assembleurs/assembleuses, monteurs/monteuses, contrôleurs/contrôleuses et vérificateurs/vérificatrices de matériel électronique",,J213,4,671,2006,,,
675,"9484","Assemblers and Inspectors, Electrical Appliance, Apparatus and Equipment Manufacturing","Monteurs/monteuses et contrôleurs/contrôleuses dans la fabrication de matériel, d'appareils et d'accessoires électriques",,J214,4,671,2006,,,
676,"9485","Assemblers, Fabricators and Inspectors, Industrial Electrical Motors and Transformers","Assembleurs/assembleuses, monteurs/monteuses et contrôleurs/contrôleuses dans la fabrication de transformateurs et de moteurs électriques industriels",,J215,4,671,2006,,,
677,"9486",Mechanical Assemblers and Inspectors,Monteurs/monteuses et contrôleurs/contrôleuses de matériel mécanique,,J216,4,671,2006,,,
678,"9487","Machine Operators and Inspectors, Electrical Apparatus Manufacturing",Opérateurs/opératrices de machines et contrôleurs/contrôleuses dans la fabrication d'appareils électriques,,J217,4,671,2006,,,
679,"949",Other Assembly and Related Occupations,Autre personnel de montage et personnel assimilé,,J22,3,631,2006,,,
680,"9491",Boat Assemblers and Inspectors,Monteurs/monteuses de bateaux et contrôleurs/contrôleuses de montage de bateaux,,J221,4,679,2006,,,
681,"9492",Furniture and Fixture Assemblers and Inspectors,Monteurs/monteuses et contrôleurs/contrôleuses de meubles et d'accessoires,,J222,4,679,2006,,,
682,"9493",Other Wood Products Assemblers and Inspectors,Monteurs/monteuses et contrôleurs/contrôleuses d'autres produits en bois,,J223,4,679,2006,,,
683,"9494",Furniture Finishers and Refinishers,Vernisseurs/vernisseuses en finition et en réparation de meubles,,J224,4,679,2006,,,
684,"9495","Plastic Products Assemblers, Finishers and Inspectors","Assembleurs/assembleuses, finisseurs/finisseuses et contrôleurs/contrôleuses de produits en plastique",,J225,4,679,2006,,,
685,"9496",Painters and Coaters - Industrial,Peintres et enduiseurs/enduiseuses - secteur industriel,,J226,4,679,2006,,,
686,"9497","Plating, Metal Spraying and Related Operators",Opérateurs/opératrices d'équipement de métallisation et de galvanisation et personnel assimilé,,J227,4,679,2006,,,
687,"9498",Other Assemblers and Inspectors,Autres monteurs/monteuses et contrôleurs/contrôleuses,,J228,4,679,2006,,,
688,"95",Processing and Manufacturing Machine Operators and Assemblers,"Personnel relié à la transformation, à la fabrication et au montage",,,2,609,2006,,,
689,"951","Machining, Metalworking, Woodworking and Related Machine Operators",Opérateurs/opératrices de machines dans le façonnage et l'usinage des métaux et le travail du bois et personnel assimilé,,J19,3,688,2006,,,
690,"9511",Machining Tool Operators,Opérateurs/opératrices de machines d'usinage,,J191,4,689,2006,,,
691,"9512",Forging Machine Operators,Opérateurs/opératrices de machines de formage,,J192,4,689,2006,,,
692,"9513",Woodworking Machine Operators,Opérateurs/opératrices de machines à travailler le bois,,J193,4,689,2006,,,
693,"9514",Metalworking Machine Operators,Opérateurs/opératrices de machines à travailler les métaux légers et lourds,,J194,4,689,2006,,,
694,"9516",Other Metal Products Machine Operators,Opérateurs/opératrices de machines d'autres produits métalliques,,J196,4,689,2006,,,
695,"9517",Other Products Machine Operators,Opérateurs/opératrices de machines à fabriquer des produits divers,,J197,4,689,2006,,,
696,"96","Labourers in Processing, Manufacturing and Utilities","Personnel élémentaire dans la transformation, la fabrication et les services d'utilité publique",,,2,609,2006,,,
697,"961","Labourers in Processing, Manufacturing and Utilities","Manoeuvres dans la transformation, la fabrication et les services d'utilité publique",,J31,3,696,2006,,,
698,"9611",Labourers in mineral and metal processing,Manoeuvres dans le traitement des métaux et des minerais,,J311,4,697,2006,,,
699,"9612",Labourers in metal fabrication,Manoeuvres en métallurgie,,J312,4,697,2006,,,
700,"9613",Labourers in chemical products processing and utilities,Manoeuvres dans le traitement des produits chimiques et les services d'utilité publique,,J313,4,697,2006,,,
701,"9614","Labourers in wood, pulp and paper processing",Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois,,J314,4,697,2006,,,
