Niveau,Structure hiérarchique,Code dela CNP 2021 v1.0,Titres de classes,Définitions de la classe
5,Groupe de base,41221,Enseignants/enseignantes aux niveaux primaire et préscolaire,"Les enseignants aux niveaux primaire et préscolaire enseignent des matières de base telles que la lecture, l'orthographe et les mathématiques ou des matières spécialisées telles que le français ou l'anglais, langue seconde, dans des écoles primaires, publiques et privées."
3,Sous-grand groupe,413,Personnel professionnel des services sociaux et communautaires,"Ce sous-grand groupe comprend le personnel professionnel des services sociaux et communautaires, y compris les professionnels/professionnelles des services sociaux et communautaires; les enquêteurs/enquêteuses de police et agents/agentes de probation; et les conseillers/conseillères en information scolaire et en emploi."
4,Sous-groupe,4130,Professionnels/professionnelles des services sociaux et communautaires,"Ce sous-groupe comprend les professionnels/professionnelles des services sociaux et communautaires, y compris les travailleurs sociaux/travailleuses sociales; les thérapeutes en counseling et thérapies spécialisées connexes; et les chefs religieux. Ils/elles travaillent en pratique privée; dans des centres de santé mentale, de soins de santé et de réadaptation; des établissements correctionnels et des organismes de services communautaires, de services sociaux et de protection de l'enfance; des conseils scolaires et établissements d'enseignement; des organismes de sport; des centres de counseling, des foyers de groupe, des centres de thérapie familiale; des programmes d'aide aux employés, services de ressources humaines et organismes de services d'aide à l'emploi; des sociétés d'experts-conseils et d'autres entreprises; des conseils de bandes autochtones et des gouvernements fédéraux et provinciaux; et des organismes de recherche gouvernementaux et privés; des églises, synagogues, temples et autres lieux de culte."
5,Groupe de base,41300,Travailleurs sociaux/travailleuses sociales,"Les travailleurs sociaux aident les personnes, les couples, les familles, les groupes, les collectivités et les organismes à acquérir les compétences et les ressources dont ils ont besoin pour améliorer leur fonctionnement en société, et ils offrent des services de counseling, de thérapie et de référence à d'autres services de soutien social. Les travailleurs sociaux comblent également d'autres besoins de la société en matière de chômage, de racisme et de pauvreté. Ils travaillent dans des centres hospitaliers, des conseils et commissions scolaires, des organismes de services sociaux, des services de protection de l'enfance, des établissements correctionnels, des organismes communautaires, des programmes d'aide aux employés et des conseils de bandes autochtones, ou ils peuvent exercer en milieu privé."
5,Groupe de base,41301,Thérapeutes en counseling et thérapies spécialisées connexes,"Les thérapeutes en counseling et thérapies spécialisées connexes aident des personnes ainsi que des groupes de clients à déterminer, à comprendre et à surmonter leurs problèmes personnels, et à réaliser leurs objectifs personnels. Ils peuvent être spécialisés pour travailler sur des problèmes spécifiques et ils peuvent pratiquer la psychothérapie. Ils travaillent dans des centres de counseling, des agences de services sociaux, des foyers de groupe, des organismes gouvernementaux, des centres de thérapie familiale, des établissements scolaires, de soins de santé et de réadaptation ou ils peuvent exercer en milieu privé."
5,Groupe de base,41302,Chefs religieux,"Les chefs religieux dirigent les offices du culte public et accomplissent les rites d'une religion ou d'une confession religieuse, donnent des directives spirituelles et morales, et remplissent d'autres fonctions associées à la pratique d'une religion. Ils exercent ces fonctions dans des églises, des synagogues, des temples ou d'autres lieux consacrés au culte. Ils peuvent également travailler dans d'autres établissements tels que des écoles, des centres hospitaliers et des établissements correctionnels."
4,Sous-groupe,4131,Enquêteurs/enquêteuses de police et agents/agentes de probation,"Ce sous-groupe comprend les enquêteurs/enquêteuses de police et agents/agentes de probation et de libération conditionnelle. Ils/elles travaillent pour les gouvernements municipal, provincial et fédéral et les conseils de bandes autochtones."
5,Groupe de base,41310,Enquêteurs/enquêteuses de police et autres professions d'enquête,"Les enquêteurs de police et professionnels connexes d'enquête suivent les pistes et enquêtent sur les faits et les circonstances liés aux crimes commis et s'appliquent à obtenir des informations pour prévenir des crimes et délits. Ils planifient et coordonnent des enquêtes, collectent des preuves, interrogent des suspects, des victimes, les témoins et autres parties prenantes, effectuent des surveillances et témoignent devant les tribunaux. Ils travaillent pour les gouvernements municipal, provincial et fédéral. Ce groupe de base comprend les coroners et les médecins légistes."
5,Groupe de base,41311,Agents/agentes de probation et de libération conditionnelle,Les agents de probation supervisent la conduite et le comportement des délinquants en probation. Ils travaillent pour le gouvernement provincial. Les agents de libération conditionnelle supervisent la réinsertion des délinquants qui purgent une partie de leur peine en libération conditionnelle dans la société ainsi que les individus qui sont assujettis à une ordonnance de surveillance de longue durée. Ils évaluent également les détenus et élaborent des programmes de réhabilitation pour les délinquants qui sont incarcérés dans des établissements correctionnels. Ils travaillent pour les gouvernements fédéral et provinciaux. Les agents de probation et de libération conditionnelle travaillent dans la collectivité et dans des établissements correctionnels y compris ceux pour jeunes délinquants.
4,Sous-groupe,4132,Conseillers/conseillères en information scolaire et en emploi,"Ce sous-groupe comprend les conseillers/conseillères en information scolaire et les conseillers/conseillères en emploi notamment les conseillers/conseillères en développement de carrière et les conseillers/conseillères en orientation autre qu'en éducation. Ils/elles travaillent dans des agences de placements publiques ou privées, des centres de réhabilitation, des hôpitaux, des services de ressources humaines d'établissements, des firmes d'experts-conseils, des organismes correctionnels, des conseils scolaires et établissements d'enseignement et pour les gouvernements municipal, provincial et fédéral."
